comercio_id,mcc,mcc_nombre,mcc_segmento,region,tipo_persona,tenure_meses,fecha_alta
M000605,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,33,2023-07-01
M000606,4900,Servicios básicos,utility,Azuay,PERSONA_JURIDICA,17,2024-11-01
M000607,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000608,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,18,2024-10-01
M000609,4722,Agencias de viaje,servicios,Guayas,PERSONA_JURIDICA,3,2026-01-01
M000610,8062,Servicios médicos,servicios,El Oro,PERSONA_JURIDICA,12,2025-04-01
M000611,5815,Bienes digitales,alto_riesgo,Loja,PERSONA_NATURAL,41,2022-11-01
M000612,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,18,2024-10-01
M000613,5541,Estaciones de servicio,utility,Tungurahua,PERSONA_NATURAL,24,2024-04-01
M000614,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,5,2025-11-01
M000615,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,36,2023-04-01
M000616,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,16,2024-12-01
M000617,5732,Electrónica,retail,El Oro,PERSONA_NATURAL,23,2024-05-01
M000618,5812,Restaurantes,retail,Loja,PERSONA_NATURAL,27,2024-01-01
M000619,5411,Supermercados,retail,Imbabura,PERSONA_NATURAL,35,2023-05-01
M000620,5813,Bares y clubs,alto_riesgo,El Oro,PERSONA_NATURAL,21,2024-07-01
M000621,4722,Agencias de viaje,servicios,Chimborazo,PERSONA_JURIDICA,17,2024-11-01
M000622,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,6,2025-10-01
M000623,4722,Agencias de viaje,servicios,Chimborazo,PERSONA_JURIDICA,5,2025-11-01
M000624,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,21,2024-07-01
M000625,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,23,2024-05-01
M000626,7995,Apuestas,alto_riesgo,Guayas,PERSONA_JURIDICA,26,2024-02-01
M000627,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,9,2025-07-01
M000628,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,12,2025-04-01
M000629,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,20,2024-08-01
M000630,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000631,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,78,2019-10-01
M000632,5411,Supermercados,retail,El Oro,PERSONA_NATURAL,12,2025-04-01
M000633,7011,Hoteles,servicios,Azuay,PERSONA_NATURAL,25,2024-03-01
M000634,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,32,2023-08-01
M000635,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,34,2023-06-01
M000636,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,13,2025-03-01
M000637,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_JURIDICA,27,2024-01-01
M000638,5813,Bares y clubs,alto_riesgo,Loja,PERSONA_NATURAL,25,2024-03-01
M000639,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,28,2023-12-01
M000640,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,20,2024-08-01
M000641,7995,Apuestas,alto_riesgo,Tungurahua,PERSONA_NATURAL,32,2023-08-01
M000642,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,22,2024-06-01
M000643,5691,Tiendas de ropa,retail,El Oro,PERSONA_NATURAL,6,2025-10-01
M000644,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,21,2024-07-01
M000645,4900,Servicios básicos,utility,El Oro,PERSONA_JURIDICA,23,2024-05-01
M000646,5411,Supermercados,retail,Manabí,PERSONA_JURIDICA,31,2023-09-01
M000647,8062,Servicios médicos,servicios,Tungurahua,PERSONA_NATURAL,21,2024-07-01
M000648,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,55,2021-09-01
M000649,5411,Supermercados,retail,El Oro,PERSONA_NATURAL,17,2024-11-01
M000650,7011,Hoteles,servicios,Esmeraldas,PERSONA_JURIDICA,12,2025-04-01
M000651,4900,Servicios básicos,utility,Guayas,PERSONA_JURIDICA,44,2022-08-01
M000652,5815,Bienes digitales,alto_riesgo,Loja,PERSONA_NATURAL,17,2024-11-01
M000653,5691,Tiendas de ropa,retail,Manabí,PERSONA_NATURAL,19,2024-09-01
M000654,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,23,2024-05-01
M000655,5732,Electrónica,retail,Imbabura,PERSONA_JURIDICA,22,2024-06-01
M000656,7995,Apuestas,alto_riesgo,Guayas,PERSONA_JURIDICA,28,2023-12-01
M000657,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,30,2023-10-01
M000658,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000659,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,7,2025-09-01
M000660,5691,Tiendas de ropa,retail,El Oro,PERSONA_JURIDICA,8,2025-08-01
M000661,4900,Servicios básicos,utility,Guayas,PERSONA_JURIDICA,41,2022-11-01
M000662,5999,Retail general,retail,Guayas,PERSONA_NATURAL,16,2024-12-01
M000663,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,32,2023-08-01
M000664,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,30,2023-10-01
M000665,5813,Bares y clubs,alto_riesgo,Loja,PERSONA_NATURAL,19,2024-09-01
M000666,7995,Apuestas,alto_riesgo,Imbabura,PERSONA_JURIDICA,9,2025-07-01
M000667,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,31,2023-09-01
M000668,5732,Electrónica,retail,Guayas,PERSONA_JURIDICA,19,2024-09-01
M000669,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,7,2025-09-01
M000670,5812,Restaurantes,retail,Azuay,PERSONA_NATURAL,13,2025-03-01
M000671,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,4,2025-12-01
M000672,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,14,2025-02-01
M000673,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,20,2024-08-01
M000674,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,17,2024-11-01
M000675,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,16,2024-12-01
M000676,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,20,2024-08-01
M000677,4722,Agencias de viaje,servicios,Loja,PERSONA_NATURAL,27,2024-01-01
M000678,5812,Restaurantes,retail,Manabí,PERSONA_NATURAL,34,2023-06-01
M000679,7011,Hoteles,servicios,Guayas,PERSONA_JURIDICA,37,2023-03-01
M000680,5411,Supermercados,retail,Loja,PERSONA_JURIDICA,10,2025-06-01
M000681,5999,Retail general,retail,El Oro,PERSONA_NATURAL,39,2023-01-01
M000682,5411,Supermercados,retail,Pichincha,PERSONA_JURIDICA,19,2024-09-01
M000683,4722,Agencias de viaje,servicios,Azuay,PERSONA_JURIDICA,14,2025-02-01
M000684,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,8,2025-08-01
M000685,5732,Electrónica,retail,Manabí,PERSONA_NATURAL,1,2026-03-01
M000686,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,25,2024-03-01
M000687,5541,Estaciones de servicio,utility,Manabí,PERSONA_NATURAL,25,2024-03-01
M000688,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_JURIDICA,12,2025-04-01
M000689,8062,Servicios médicos,servicios,Guayas,PERSONA_JURIDICA,12,2025-04-01
M000690,5691,Tiendas de ropa,retail,Chimborazo,PERSONA_NATURAL,17,2024-11-01
M000691,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,14,2025-02-01
M000692,5691,Tiendas de ropa,retail,El Oro,PERSONA_JURIDICA,10,2025-06-01
M000693,5732,Electrónica,retail,Esmeraldas,PERSONA_JURIDICA,7,2025-09-01
M000694,4900,Servicios básicos,utility,El Oro,PERSONA_NATURAL,39,2023-01-01
M000695,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000696,5813,Bares y clubs,alto_riesgo,Loja,PERSONA_NATURAL,25,2024-03-01
M000697,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,28,2023-12-01
M000698,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,25,2024-03-01
M000699,5732,Electrónica,retail,El Oro,PERSONA_JURIDICA,29,2023-11-01
M000700,5691,Tiendas de ropa,retail,Manabí,PERSONA_JURIDICA,25,2024-03-01
M000701,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,11,2025-05-01
M000702,5999,Retail general,retail,Guayas,PERSONA_NATURAL,15,2025-01-01
M000703,4900,Servicios básicos,utility,Loja,PERSONA_NATURAL,39,2023-01-01
M000704,5691,Tiendas de ropa,retail,Manabí,PERSONA_NATURAL,13,2025-03-01
M000705,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,19,2024-09-01
M000706,7995,Apuestas,alto_riesgo,Imbabura,PERSONA_NATURAL,27,2024-01-01
M000707,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,48,2022-04-01
M000708,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,37,2023-03-01
M000709,4722,Agencias de viaje,servicios,Azuay,PERSONA_NATURAL,9,2025-07-01
M000710,5541,Estaciones de servicio,utility,Esmeraldas,PERSONA_JURIDICA,24,2024-04-01
M000711,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,22,2024-06-01
M000712,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000713,4900,Servicios básicos,utility,Pichincha,PERSONA_JURIDICA,19,2024-09-01
M000714,7995,Apuestas,alto_riesgo,El Oro,PERSONA_NATURAL,11,2025-05-01
M000715,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,17,2024-11-01
M000716,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,13,2025-03-01
M000717,5812,Restaurantes,retail,Esmeraldas,PERSONA_NATURAL,20,2024-08-01
M000718,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000719,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,50,2022-02-01
M000720,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,21,2024-07-01
M000721,4722,Agencias de viaje,servicios,Loja,PERSONA_NATURAL,18,2024-10-01
M000722,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,16,2024-12-01
M000723,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,15,2025-01-01
M000724,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,7,2025-09-01
M000725,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,32,2023-08-01
M000726,5691,Tiendas de ropa,retail,Tungurahua,PERSONA_JURIDICA,44,2022-08-01
M000727,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000728,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,39,2023-01-01
M000729,8062,Servicios médicos,servicios,Imbabura,PERSONA_NATURAL,77,2019-11-01
M000730,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,60,2021-04-01
M000731,5411,Supermercados,retail,Guayas,PERSONA_JURIDICA,43,2022-09-01
M000732,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,7,2025-09-01
M000733,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,7,2025-09-01
M000734,5411,Supermercados,retail,Pichincha,PERSONA_JURIDICA,29,2023-11-01
M000735,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_JURIDICA,19,2024-09-01
M000736,5999,Retail general,retail,Pichincha,PERSONA_JURIDICA,3,2026-01-01
M000737,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,14,2025-02-01
M000738,7011,Hoteles,servicios,Manabí,PERSONA_NATURAL,28,2023-12-01
M000739,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,17,2024-11-01
M000740,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,19,2024-09-01
M000741,5812,Restaurantes,retail,El Oro,PERSONA_NATURAL,7,2025-09-01
M000742,4900,Servicios básicos,utility,Pichincha,PERSONA_JURIDICA,14,2025-02-01
M000743,5411,Supermercados,retail,Tungurahua,PERSONA_NATURAL,29,2023-11-01
M000744,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,13,2025-03-01
M000745,4722,Agencias de viaje,servicios,Tungurahua,PERSONA_NATURAL,41,2022-11-01
M000746,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,19,2024-09-01
M000747,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,25,2024-03-01
M000748,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_JURIDICA,28,2023-12-01
M000749,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,28,2023-12-01
M000750,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,9,2025-07-01
M000751,5732,Electrónica,retail,Manabí,PERSONA_NATURAL,10,2025-06-01
M000752,5691,Tiendas de ropa,retail,Loja,PERSONA_NATURAL,2,2026-02-01
M000753,4722,Agencias de viaje,servicios,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000754,5815,Bienes digitales,alto_riesgo,El Oro,PERSONA_JURIDICA,9,2025-07-01
M000755,5691,Tiendas de ropa,retail,Tungurahua,PERSONA_NATURAL,13,2025-03-01
M000756,5732,Electrónica,retail,El Oro,PERSONA_NATURAL,16,2024-12-01
M000757,5541,Estaciones de servicio,utility,Manabí,PERSONA_JURIDICA,21,2024-07-01
M000758,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,17,2024-11-01
M000759,4722,Agencias de viaje,servicios,Guayas,PERSONA_JURIDICA,17,2024-11-01
M000760,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,24,2024-04-01
M000761,5999,Retail general,retail,Imbabura,PERSONA_NATURAL,18,2024-10-01
M000762,5411,Supermercados,retail,Pichincha,PERSONA_JURIDICA,34,2023-06-01
M000763,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,18,2024-10-01
M000764,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,48,2022-04-01
M000765,5411,Supermercados,retail,Chimborazo,PERSONA_NATURAL,8,2025-08-01
M000766,5999,Retail general,retail,Guayas,PERSONA_NATURAL,15,2025-01-01
M000767,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,11,2025-05-01
M000768,5812,Restaurantes,retail,El Oro,PERSONA_NATURAL,22,2024-06-01
M000769,7230,Peluquerías y estética,servicios,Esmeraldas,PERSONA_JURIDICA,8,2025-08-01
M000770,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,5,2025-11-01
M000771,8062,Servicios médicos,servicios,Tungurahua,PERSONA_NATURAL,10,2025-06-01
M000772,7230,Peluquerías y estética,servicios,El Oro,PERSONA_NATURAL,6,2025-10-01
M000773,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,16,2024-12-01
M000774,5411,Supermercados,retail,Tungurahua,PERSONA_NATURAL,21,2024-07-01
M000775,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,5,2025-11-01
M000776,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,14,2025-02-01
M000777,5999,Retail general,retail,Guayas,PERSONA_NATURAL,36,2023-04-01
M000778,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,43,2022-09-01
M000779,7995,Apuestas,alto_riesgo,Pichincha,PERSONA_NATURAL,30,2023-10-01
M000780,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,1,2026-03-01
M000781,4900,Servicios básicos,utility,Pichincha,PERSONA_JURIDICA,20,2024-08-01
M000782,4722,Agencias de viaje,servicios,Azuay,PERSONA_JURIDICA,39,2023-01-01
M000783,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,13,2025-03-01
M000784,5541,Estaciones de servicio,utility,Pichincha,PERSONA_JURIDICA,7,2025-09-01
M000785,7011,Hoteles,servicios,Manabí,PERSONA_JURIDICA,37,2023-03-01
M000786,7995,Apuestas,alto_riesgo,Manabí,PERSONA_NATURAL,41,2022-11-01
M000787,5732,Electrónica,retail,Guayas,PERSONA_JURIDICA,18,2024-10-01
M000788,7995,Apuestas,alto_riesgo,Chimborazo,PERSONA_NATURAL,7,2025-09-01
M000789,7230,Peluquerías y estética,servicios,Guayas,PERSONA_JURIDICA,4,2025-12-01
M000790,5691,Tiendas de ropa,retail,Loja,PERSONA_NATURAL,23,2024-05-01
M000791,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000792,5732,Electrónica,retail,Manabí,PERSONA_NATURAL,17,2024-11-01
M000793,5812,Restaurantes,retail,Esmeraldas,PERSONA_JURIDICA,16,2024-12-01
M000794,5411,Supermercados,retail,El Oro,PERSONA_NATURAL,9,2025-07-01
M000795,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,4,2025-12-01
M000796,5411,Supermercados,retail,Azuay,PERSONA_NATURAL,13,2025-03-01
M000797,5999,Retail general,retail,Guayas,PERSONA_NATURAL,20,2024-08-01
M000798,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_JURIDICA,21,2024-07-01
M000799,5815,Bienes digitales,alto_riesgo,Tungurahua,PERSONA_JURIDICA,11,2025-05-01
M000800,5813,Bares y clubs,alto_riesgo,Esmeraldas,PERSONA_NATURAL,40,2022-12-01
M000801,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,7,2025-09-01
M000802,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,35,2023-05-01
M000803,7230,Peluquerías y estética,servicios,Azuay,PERSONA_NATURAL,20,2024-08-01
M000804,5812,Restaurantes,retail,Pichincha,PERSONA_JURIDICA,13,2025-03-01
M000805,5999,Retail general,retail,Pichincha,PERSONA_JURIDICA,25,2024-03-01
M000806,5815,Bienes digitales,alto_riesgo,Guayas,PERSONA_NATURAL,15,2025-01-01
M000807,5999,Retail general,retail,Manabí,PERSONA_NATURAL,5,2025-11-01
M000808,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,7,2025-09-01
M000809,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,15,2025-01-01
M000810,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,12,2025-04-01
M000811,5411,Supermercados,retail,El Oro,PERSONA_JURIDICA,34,2023-06-01
M000812,5541,Estaciones de servicio,utility,Manabí,PERSONA_NATURAL,12,2025-04-01
M000813,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_JURIDICA,11,2025-05-01
M000814,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000815,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,9,2025-07-01
M000816,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,9,2025-07-01
M000817,8062,Servicios médicos,servicios,Azuay,PERSONA_NATURAL,6,2025-10-01
M000818,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,20,2024-08-01
M000819,5691,Tiendas de ropa,retail,Imbabura,PERSONA_NATURAL,16,2024-12-01
M000820,5411,Supermercados,retail,Guayas,PERSONA_JURIDICA,16,2024-12-01
M000821,7230,Peluquerías y estética,servicios,Manabí,PERSONA_NATURAL,4,2025-12-01
M000822,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,24,2024-04-01
M000823,5815,Bienes digitales,alto_riesgo,Chimborazo,PERSONA_JURIDICA,25,2024-03-01
M000824,7995,Apuestas,alto_riesgo,Esmeraldas,PERSONA_NATURAL,47,2022-05-01
M000825,5411,Supermercados,retail,Manabí,PERSONA_NATURAL,25,2024-03-01
M000826,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,53,2021-11-01
M000827,5691,Tiendas de ropa,retail,Pichincha,PERSONA_NATURAL,11,2025-05-01
M000828,4900,Servicios básicos,utility,Loja,PERSONA_JURIDICA,48,2022-04-01
M000829,5691,Tiendas de ropa,retail,Manabí,PERSONA_JURIDICA,25,2024-03-01
M000830,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,23,2024-05-01
M000831,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,16,2024-12-01
M000832,7011,Hoteles,servicios,Guayas,PERSONA_JURIDICA,13,2025-03-01
M000833,5815,Bienes digitales,alto_riesgo,Loja,PERSONA_JURIDICA,11,2025-05-01
M000834,5813,Bares y clubs,alto_riesgo,Manabí,PERSONA_NATURAL,49,2022-03-01
M000835,8062,Servicios médicos,servicios,Azuay,PERSONA_JURIDICA,15,2025-01-01
M000836,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,25,2024-03-01
M000837,5541,Estaciones de servicio,utility,Pichincha,PERSONA_NATURAL,29,2023-11-01
M000838,7011,Hoteles,servicios,Guayas,PERSONA_NATURAL,29,2023-11-01
M000839,8062,Servicios médicos,servicios,Pichincha,PERSONA_NATURAL,20,2024-08-01
M000840,5411,Supermercados,retail,Tungurahua,PERSONA_JURIDICA,48,2022-04-01
M000841,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,24,2024-04-01
M000842,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,11,2025-05-01
M000843,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,14,2025-02-01
M000844,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,4,2025-12-01
M000845,4900,Servicios básicos,utility,Azuay,PERSONA_NATURAL,22,2024-06-01
M000846,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,27,2024-01-01
M000847,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_NATURAL,28,2023-12-01
M000848,5999,Retail general,retail,Tungurahua,PERSONA_NATURAL,25,2024-03-01
M000849,5541,Estaciones de servicio,utility,Guayas,PERSONA_JURIDICA,16,2024-12-01
M000850,5999,Retail general,retail,Guayas,PERSONA_NATURAL,18,2024-10-01
M000851,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,18,2024-10-01
M000852,4900,Servicios básicos,utility,Loja,PERSONA_JURIDICA,34,2023-06-01
M000853,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,3,2026-01-01
M000854,5999,Retail general,retail,Tungurahua,PERSONA_NATURAL,13,2025-03-01
M000855,4722,Agencias de viaje,servicios,Chimborazo,PERSONA_JURIDICA,8,2025-08-01
M000856,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,60,2021-04-01
M000857,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,39,2023-01-01
M000858,7011,Hoteles,servicios,Manabí,PERSONA_NATURAL,13,2025-03-01
M000859,8062,Servicios médicos,servicios,Guayas,PERSONA_NATURAL,5,2025-11-01
M000860,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,7,2025-09-01
M000861,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_JURIDICA,34,2023-06-01
M000862,5813,Bares y clubs,alto_riesgo,Guayas,PERSONA_NATURAL,4,2025-12-01
M000863,8062,Servicios médicos,servicios,Pichincha,PERSONA_JURIDICA,18,2024-10-01
M000864,5812,Restaurantes,retail,Guayas,PERSONA_NATURAL,30,2023-10-01
M000865,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,6,2025-10-01
M000866,4900,Servicios básicos,utility,Guayas,PERSONA_NATURAL,18,2024-10-01
M000867,7995,Apuestas,alto_riesgo,Guayas,PERSONA_NATURAL,13,2025-03-01
M000868,5812,Restaurantes,retail,Chimborazo,PERSONA_NATURAL,12,2025-04-01
M000869,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000870,5813,Bares y clubs,alto_riesgo,Azuay,PERSONA_NATURAL,32,2023-08-01
M000871,5411,Supermercados,retail,Guayas,PERSONA_NATURAL,44,2022-08-01
M000872,5541,Estaciones de servicio,utility,Pichincha,PERSONA_JURIDICA,15,2025-01-01
M000873,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,23,2024-05-01
M000874,5813,Bares y clubs,alto_riesgo,Pichincha,PERSONA_NATURAL,18,2024-10-01
M000875,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,3,2026-01-01
M000876,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,14,2025-02-01
M000877,5732,Electrónica,retail,Guayas,PERSONA_JURIDICA,3,2026-01-01
M000878,7230,Peluquerías y estética,servicios,Guayas,PERSONA_NATURAL,12,2025-04-01
M000879,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,18,2024-10-01
M000880,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,29,2023-11-01
M000881,7230,Peluquerías y estética,servicios,Pichincha,PERSONA_NATURAL,22,2024-06-01
M000882,5541,Estaciones de servicio,utility,Guayas,PERSONA_NATURAL,33,2023-07-01
M000883,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,9,2025-07-01
M000884,5999,Retail general,retail,Guayas,PERSONA_JURIDICA,40,2022-12-01
M000885,7011,Hoteles,servicios,Pichincha,PERSONA_JURIDICA,44,2022-08-01
M000886,7011,Hoteles,servicios,Pichincha,PERSONA_NATURAL,2,2026-02-01
M000887,5812,Restaurantes,retail,Chimborazo,PERSONA_JURIDICA,4,2025-12-01
M000888,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,17,2024-11-01
M000889,5815,Bienes digitales,alto_riesgo,Pichincha,PERSONA_JURIDICA,12,2025-04-01
M000890,5732,Electrónica,retail,Pichincha,PERSONA_NATURAL,13,2025-03-01
M000891,5541,Estaciones de servicio,utility,Esmeraldas,PERSONA_NATURAL,22,2024-06-01
M000892,5691,Tiendas de ropa,retail,Azuay,PERSONA_NATURAL,33,2023-07-01
M000893,5812,Restaurantes,retail,Azuay,PERSONA_NATURAL,9,2025-07-01
M000894,5813,Bares y clubs,alto_riesgo,Esmeraldas,PERSONA_JURIDICA,37,2023-03-01
M000895,4900,Servicios básicos,utility,Pichincha,PERSONA_NATURAL,10,2025-06-01
M000896,5691,Tiendas de ropa,retail,Esmeraldas,PERSONA_NATURAL,65,2020-11-01
M000897,5999,Retail general,retail,Pichincha,PERSONA_NATURAL,41,2022-11-01
M000898,5999,Retail general,retail,Azuay,PERSONA_JURIDICA,11,2025-05-01
M000899,8062,Servicios médicos,servicios,Guayas,PERSONA_JURIDICA,6,2025-10-01
M000900,4722,Agencias de viaje,servicios,Guayas,PERSONA_NATURAL,11,2025-05-01
M000901,5691,Tiendas de ropa,retail,Chimborazo,PERSONA_NATURAL,10,2025-06-01
M000902,5411,Supermercados,retail,Pichincha,PERSONA_NATURAL,26,2024-02-01
M000903,4722,Agencias de viaje,servicios,Esmeraldas,PERSONA_JURIDICA,3,2026-01-01
M000904,5541,Estaciones de servicio,utility,Guayas,PERSONA_JURIDICA,4,2025-12-01
M000905,5815,Bienes digitales,alto_riesgo,Azuay,PERSONA_NATURAL,26,2024-02-01
M000906,4722,Agencias de viaje,servicios,Chimborazo,PERSONA_JURIDICA,9,2025-07-01
M000907,5812,Restaurantes,retail,Pichincha,PERSONA_NATURAL,12,2025-04-01
M000908,5691,Tiendas de ropa,retail,Imbabura,PERSONA_JURIDICA,30,2023-10-01
M000909,5732,Electrónica,retail,Guayas,PERSONA_NATURAL,34,2023-06-01
