comercio_id,fecha_corte,mes_idx,n_transacciones,volumen_total,ticket_promedio,n_chargebacks,n_rechazos,dias_desde_ult_tx,n_tickets_soporte,dias_resolucion_soporte,flag_pos_fisico,flag_ecommerce,n_integraciones_activas
M000916,2025-11-01,6,185,12618.41,68.21,1,15,2,1,6.89,1,0,2
M000916,2025-12-01,7,100,5363.7,53.64,0,5,2,2,0.81,1,0,1
M000916,2026-01-01,8,205,18557.13,90.52,1,9,1,1,7.07,1,0,1
M000916,2026-02-01,9,223,17605.32,78.95,1,12,3,0,0.0,1,1,0
M000916,2026-03-01,10,163,9154.35,56.16,0,9,4,0,0.0,1,1,2
M000917,2025-05-01,0,230,2656.52,11.55,0,11,1,0,0.0,1,0,0
M000917,2025-06-01,1,240,4341.62,18.09,0,15,0,1,3.38,1,0,3
M000917,2025-07-01,2,123,1993.16,16.2,0,7,3,1,4.8,1,0,0
M000917,2025-08-01,3,111,1499.04,13.5,2,7,4,0,0.0,1,0,1
M000917,2025-09-01,4,115,1662.98,14.46,0,8,3,2,2.59,1,0,0
M000917,2025-10-01,5,113,1998.99,17.69,0,9,6,1,1.47,1,0,1
M000917,2025-11-01,6,261,2916.88,11.18,0,13,2,0,0.0,1,0,0
M000917,2025-12-01,7,120,1799.2,14.99,0,3,6,0,0.0,1,0,3
M000917,2026-01-01,8,149,2914.16,19.56,1,7,0,1,4.88,1,1,2
M000917,2026-02-01,9,122,1388.25,11.38,0,11,0,1,1.96,0,1,3
M000917,2026-03-01,10,98,1809.02,18.46,0,6,0,1,1.26,1,0,2
M000918,2025-05-01,0,130,833.08,6.41,1,8,7,1,5.14,0,1,0
M000918,2025-06-01,1,99,421.08,4.25,0,7,2,2,3.87,1,0,1
M000918,2025-07-01,2,103,555.56,5.39,1,5,13,1,5.78,1,0,1
M000918,2025-08-01,3,131,903.83,6.9,0,9,6,1,1.89,1,0,0
M000918,2025-09-01,4,84,442.01,5.26,1,3,1,0,0.0,1,0,0
M000918,2025-10-01,5,90,575.63,6.4,0,5,9,1,4.28,1,0,1
M000918,2025-11-01,6,99,763.66,7.71,1,8,1,2,1.0,1,0,3
M000918,2025-12-01,7,120,924.78,7.71,1,7,14,1,2.85,1,0,0
M000918,2026-01-01,8,62,385.97,6.23,0,1,1,0,0.0,1,0,2
M000918,2026-02-01,9,75,537.93,7.17,0,1,2,2,10.33,1,0,0
M000918,2026-03-01,10,118,714.35,6.05,0,9,0,1,3.61,1,0,0
M000919,2025-05-01,0,504,12930.79,25.66,0,33,6,0,0.0,1,1,2
M000919,2025-06-01,1,438,9602.3,21.92,1,20,1,0,0.0,1,0,4
M000919,2025-07-01,2,734,20521.65,27.96,1,39,0,0,0.0,1,0,4
M000919,2025-08-01,3,703,13272.72,18.88,0,44,5,2,10.55,1,0,1
M000919,2025-09-01,4,556,13775.48,24.78,0,31,1,1,2.74,0,1,3
M000919,2025-10-01,5,214,3720.84,17.39,0,7,6,1,3.17,0,1,0
M000919,2025-11-01,6,421,8874.48,21.08,1,28,5,1,5.58,1,1,6
M000919,2025-12-01,7,549,14670.03,26.72,1,22,3,1,1.08,1,1,5
M000919,2026-01-01,8,210,4599.9,21.9,0,6,2,0,0.0,1,1,2
M000919,2026-02-01,9,542,10996.9,20.29,2,21,1,0,0.0,0,1,0
M000919,2026-03-01,10,515,10429.09,20.25,0,29,2,2,4.59,0,1,2
M000920,2025-05-01,0,231,7319.65,31.69,2,20,2,1,1.83,1,0,0
M000920,2025-06-01,1,260,7295.36,28.06,1,9,2,0,0.0,1,0,1
M000920,2025-07-01,2,144,5195.67,36.08,2,4,5,1,3.42,1,1,4
M000920,2025-08-01,3,316,8507.91,26.92,0,16,1,2,3.52,0,1,2
M000920,2025-09-01,4,223,8079.7,36.23,0,7,0,0,0.0,1,1,2
M000920,2025-10-01,5,54,1002.51,18.57,0,2,0,0,0.0,1,0,1
M000920,2025-11-01,6,274,9118.94,33.28,1,14,2,0,0.0,0,1,1
M000920,2025-12-01,7,157,5335.93,33.99,0,8,2,0,0.0,1,0,3
M000920,2026-01-01,8,264,10790.93,40.87,0,11,4,0,0.0,1,0,3
M000920,2026-02-01,9,177,5700.07,32.2,0,12,4,0,0.0,1,0,1
M000920,2026-03-01,10,201,4251.15,21.15,0,11,1,0,0.0,1,1,1
M000921,2025-05-01,0,200,5270.56,26.35,2,13,2,2,4.2,1,0,0
M000921,2025-06-01,1,212,4186.75,19.75,0,13,3,0,0.0,1,0,2
M000921,2025-07-01,2,145,4933.52,34.02,0,21,3,0,0.0,1,0,1
M000921,2025-08-01,3,370,8655.79,23.39,5,43,1,2,3.3,1,0,1
M000921,2025-09-01,4,222,4698.86,21.17,0,11,4,1,0.99,1,0,5
M000921,2025-10-01,5,188,4495.12,23.91,1,18,2,2,4.18,1,0,2
M000921,2025-11-01,6,29,695.88,24.0,0,2,7,1,1.1,0,1,1
M000921,2025-12-01,7,172,4122.32,23.97,0,8,0,1,0.75,1,0,2
M000921,2026-01-01,8,0,0.0,27.65,0,0,4,1,5.85,1,0,3
M000921,2026-02-01,9,281,6162.36,21.93,2,23,1,3,3.39,1,1,2
M000921,2026-03-01,10,215,5745.14,26.72,0,19,2,1,1.52,1,0,1
M000922,2025-05-01,0,145,3886.55,26.8,0,11,0,1,6.52,1,0,0
M000922,2025-06-01,1,116,2958.67,25.51,0,5,1,0,0.0,0,1,0
M000922,2025-07-01,2,55,1266.62,23.03,0,5,7,0,0.0,1,0,0
M000922,2025-08-01,3,140,3816.06,27.26,1,8,2,1,3.15,1,0,1
M000922,2025-09-01,4,100,2376.45,23.76,1,4,0,1,4.27,1,0,1
M000922,2025-10-01,5,56,1498.28,26.75,1,7,1,3,0.49,1,0,3
M000922,2025-11-01,6,169,3498.93,20.7,1,8,9,0,0.0,1,1,1
M000922,2025-12-01,7,168,4382.94,26.09,0,8,0,1,1.64,1,0,2
M000922,2026-01-01,8,136,2202.17,16.19,0,8,0,0,0.0,1,1,1
M000922,2026-02-01,9,90,2882.51,32.03,1,4,0,0,0.0,1,0,2
M000922,2026-03-01,10,131,4988.31,38.08,1,8,2,0,0.0,0,1,2
M000923,2025-05-01,0,35,471.68,13.48,0,3,4,2,1.17,1,0,1
M000923,2025-06-01,1,19,155.06,8.16,0,1,0,0,0.0,1,1,0
M000923,2025-07-01,2,69,604.27,8.76,0,2,0,2,1.76,1,0,0
M000923,2025-08-01,3,62,357.45,5.77,0,2,1,0,0.0,0,1,1
M000923,2025-09-01,4,30,201.63,6.72,0,2,1,0,0.0,1,0,1
M000923,2025-10-01,5,20,189.36,9.47,0,0,0,1,0.13,1,1,5
M000923,2025-11-01,6,16,128.21,8.01,0,0,7,2,1.38,1,0,0
M000923,2025-12-01,7,25,204.08,8.16,0,0,9,1,1.34,1,0,0
M000923,2026-01-01,8,54,414.54,7.68,0,1,8,0,0.0,1,1,3
M000923,2026-02-01,9,37,349.72,9.45,0,1,0,0,0.0,1,0,2
M000923,2026-03-01,10,21,184.37,8.78,0,2,0,2,4.93,0,1,2
M000924,2025-05-01,0,137,1727.51,12.61,1,13,6,0,0.0,1,1,2
M000924,2025-06-01,1,161,1757.11,10.91,0,15,2,0,0.0,1,0,1
M000924,2025-07-01,2,155,1758.95,11.35,0,12,5,2,1.62,1,1,2
M000924,2025-08-01,3,103,1561.44,15.16,0,4,2,0,0.0,1,1,3
M000924,2025-09-01,4,129,1621.04,12.57,0,5,1,1,0.15,0,1,0
M000924,2025-10-01,5,69,750.5,10.88,0,4,1,1,7.01,1,0,0
M000924,2025-11-01,6,161,2198.11,13.65,1,14,1,1,7.9,1,0,2
M000924,2025-12-01,7,131,1464.23,11.18,0,5,1,0,0.0,1,0,2
M000924,2026-01-01,8,116,1500.79,12.94,0,5,1,1,3.53,0,1,4
M000924,2026-02-01,9,124,1780.49,14.36,0,7,2,0,0.0,1,0,2
M000924,2026-03-01,10,92,1215.0,13.21,0,8,0,0,0.0,1,0,1
M000925,2025-05-01,0,43,1364.68,31.74,0,4,5,0,0.0,1,1,1
M000925,2025-06-01,1,48,1748.18,36.42,2,3,1,2,2.6,1,0,4
M000925,2025-07-01,2,44,1188.5,27.01,0,0,1,1,5.63,0,1,2
M000925,2025-08-01,3,67,2620.83,39.12,0,8,0,1,4.13,1,1,0
M000925,2025-09-01,4,74,1636.31,22.11,0,2,2,2,2.51,1,1,2
M000925,2025-10-01,5,35,1184.03,33.83,0,2,1,1,3.28,0,1,0
M000925,2025-11-01,6,69,2761.37,40.02,0,4,4,0,0.0,1,0,1
M000925,2025-12-01,7,30,986.36,32.88,0,5,0,1,2.26,0,1,2
M000925,2026-01-01,8,51,1661.86,32.59,0,2,11,3,13.04,1,0,2
M000925,2026-02-01,9,44,1690.64,38.42,0,2,7,2,8.32,1,1,1
M000925,2026-03-01,10,42,1322.27,31.48,0,4,0,1,1.46,1,1,1
M000926,2025-05-01,0,230,9021.06,39.22,0,17,0,0,0.0,1,0,2
M000926,2025-06-01,1,93,2675.65,28.77,1,5,0,0,0.0,1,0,3
M000926,2025-07-01,2,162,5402.49,33.35,0,8,4,1,4.33,1,1,2
M000926,2025-08-01,3,119,2599.9,21.85,0,3,1,1,2.44,1,0,0
M000926,2025-09-01,4,191,7256.23,37.99,0,7,1,0,0.0,1,1,2
M000926,2025-10-01,5,210,7938.7,37.8,1,17,1,1,7.27,1,0,3
M000926,2025-11-01,6,123,5771.36,46.92,0,2,4,2,3.31,1,0,1
M000926,2025-12-01,7,66,2816.59,42.68,0,1,3,1,8.0,1,0,3
M000926,2026-01-01,8,146,6078.99,41.64,1,4,2,1,3.48,1,0,1
M000926,2026-02-01,9,60,2154.32,35.91,0,2,8,1,8.75,1,0,2
M000926,2026-03-01,10,144,4917.81,34.15,0,8,0,2,4.6,0,1,1
M000927,2025-05-01,0,117,8906.54,76.12,1,13,2,3,2.54,1,0,1
M000927,2025-06-01,1,197,14283.49,72.51,3,20,0,0,0.0,1,0,2
M000927,2025-07-01,2,212,15446.97,72.86,3,21,0,0,0.0,1,1,0
M000927,2025-08-01,3,268,15754.99,58.79,2,23,1,1,6.31,1,0,1
M000927,2025-09-01,4,226,15531.54,68.72,7,21,0,2,0.67,1,0,2
M000927,2025-10-01,5,223,14867.43,66.67,4,24,9,3,1.73,1,0,1
M000927,2025-11-01,6,230,19852.66,86.32,0,22,0,0,0.0,1,1,1
M000927,2025-12-01,7,146,7358.08,50.4,0,14,1,2,2.22,1,0,1
M000927,2026-01-01,8,193,8350.7,43.27,3,12,0,0,0.0,1,0,0
M000927,2026-02-01,9,98,6897.86,70.39,1,11,1,1,0.62,1,0,1
M000927,2026-03-01,10,109,7627.29,69.98,0,13,1,2,11.11,0,1,2
M000928,2025-05-01,0,298,18446.5,61.9,3,21,4,0,0.0,0,1,0
M000928,2025-06-01,1,524,24163.21,46.11,0,30,4,1,6.41,1,0,1
M000928,2025-07-01,2,757,55574.08,73.41,5,47,1,0,0.0,1,0,0
M000928,2025-08-01,3,419,15975.48,38.13,0,37,9,0,0.0,1,0,0
M000928,2025-09-01,4,861,37202.5,43.21,2,58,7,0,0.0,1,0,2
M000928,2025-10-01,5,594,21777.66,36.66,4,32,4,1,2.21,1,0,1
M000928,2025-11-01,6,364,15856.7,43.56,2,28,0,0,0.0,1,1,2
M000928,2025-12-01,7,361,14006.5,38.8,1,24,3,1,2.48,0,1,2
M000928,2026-01-01,8,303,9796.35,32.33,4,16,0,0,0.0,1,0,1
M000928,2026-02-01,9,422,18228.38,43.2,3,32,3,1,8.64,1,0,1
M000928,2026-03-01,10,243,11173.25,45.98,2,19,4,5,6.13,1,0,2
M000929,2025-05-01,0,62,822.71,13.27,2,3,5,2,7.22,1,0,1
M000929,2025-06-01,1,181,2325.66,12.85,1,18,6,0,0.0,0,1,5
M000929,2025-07-01,2,122,1939.73,15.9,0,4,3,0,0.0,1,0,2
M000929,2025-08-01,3,51,693.08,13.59,0,2,0,0,0.0,1,1,0
M000929,2025-09-01,4,138,1582.24,11.47,1,10,10,2,4.72,1,1,4
M000929,2025-10-01,5,168,1799.09,10.71,1,15,5,2,1.91,1,0,2
M000929,2025-11-01,6,151,1982.0,13.13,0,14,4,1,5.95,1,0,1
M000929,2025-12-01,7,68,1014.38,14.92,0,7,2,3,8.59,1,0,2
M000929,2026-01-01,8,64,847.84,13.25,0,3,2,0,0.0,1,0,0
M000929,2026-02-01,9,62,923.16,14.89,1,7,1,0,0.0,1,0,1
M000929,2026-03-01,10,63,948.26,15.05,1,4,2,2,9.68,1,0,1
M000930,2025-05-01,0,85,815.78,9.6,1,2,1,0,0.0,0,1,2
M000930,2025-06-01,1,165,1142.73,6.93,0,10,2,2,10.52,1,0,0
M000930,2025-07-01,2,214,2879.15,13.45,0,16,1,0,0.0,1,1,5
M000930,2025-08-01,3,142,1230.11,8.66,0,3,1,0,0.0,1,0,1
M000930,2025-09-01,4,285,2716.45,9.53,1,11,6,0,0.0,1,0,1
M000930,2025-10-01,5,112,1005.17,8.97,0,2,0,1,3.66,1,0,1
M000930,2025-11-01,6,177,2330.5,13.17,1,13,1,0,0.0,1,1,4
M000930,2025-12-01,7,171,1803.58,10.55,1,16,10,0,0.0,1,0,1
M000930,2026-01-01,8,193,1998.87,10.36,1,15,0,1,2.29,1,1,2
M000930,2026-02-01,9,109,1109.73,10.18,0,5,7,2,4.84,0,1,1
M000930,2026-03-01,10,203,2330.75,11.48,2,11,1,1,3.2,1,0,3
M000931,2025-05-01,0,51,455.62,8.93,1,4,1,1,3.22,1,1,0
M000931,2025-06-01,1,92,785.61,8.54,0,6,0,2,1.53,0,1,0
M000931,2025-07-01,2,123,1321.52,10.74,0,5,1,0,0.0,1,0,3
M000931,2025-08-01,3,114,863.03,7.57,1,10,0,0,0.0,1,0,0
M000931,2025-09-01,4,108,948.38,8.78,1,5,0,1,4.54,1,0,2
M000931,2025-10-01,5,40,486.46,12.16,0,2,4,1,5.09,1,1,0
M000931,2025-11-01,6,104,966.8,9.3,1,7,4,1,0.74,1,0,0
M000931,2025-12-01,7,61,632.02,10.36,0,8,2,0,0.0,1,0,1
M000931,2026-01-01,8,57,510.73,8.96,0,0,1,2,3.85,1,0,0
M000931,2026-02-01,9,94,1112.2,11.83,0,8,3,0,0.0,1,0,2
M000931,2026-03-01,10,52,481.5,9.26,0,0,5,2,5.68,1,1,1
M000932,2025-05-01,0,83,1239.41,14.93,0,4,1,1,4.84,1,1,1
M000932,2025-06-01,1,123,2173.63,17.67,0,10,0,0,0.0,1,0,1
M000932,2025-07-01,2,214,2702.83,12.63,2,18,0,0,0.0,1,0,0
M000932,2025-08-01,3,147,2160.44,14.7,0,10,8,0,0.0,1,1,2
M000932,2025-09-01,4,125,1917.7,15.34,1,11,1,0,0.0,1,0,1
M000932,2025-10-01,5,121,1888.29,15.61,1,4,0,0,0.0,1,1,1
M000932,2025-11-01,6,180,2463.12,13.68,0,15,0,1,4.03,1,0,0
M000932,2025-12-01,7,124,2534.85,20.44,1,8,0,1,1.31,1,0,1
M000932,2026-01-01,8,68,1049.22,15.43,0,9,9,2,3.28,1,0,1
M000932,2026-02-01,9,127,2158.3,16.99,1,5,5,1,1.31,1,1,2
M000932,2026-03-01,10,148,2660.77,17.98,1,10,1,0,0.0,1,1,3
M000933,2025-05-01,0,174,3925.56,22.56,0,10,1,2,0.88,0,1,3
M000933,2025-06-01,1,170,3784.31,22.26,0,13,0,0,0.0,1,0,2
M000933,2025-07-01,2,167,3446.78,20.64,1,13,8,1,8.28,1,0,1
M000933,2025-08-01,3,88,2395.01,27.22,0,6,0,0,0.0,1,0,1
M000933,2025-09-01,4,97,2073.31,21.37,2,9,1,2,3.01,1,1,1
M000933,2025-10-01,5,149,3755.88,25.21,0,14,0,0,0.0,0,1,1
M000933,2025-11-01,6,115,1875.49,16.31,1,14,0,0,0.0,1,0,2
M000933,2025-12-01,7,123,1917.0,15.59,0,6,1,0,0.0,1,0,3
M000933,2026-01-01,8,63,1266.36,20.1,1,2,3,1,6.05,1,1,3
M000933,2026-02-01,9,72,1502.77,20.87,2,7,1,1,2.64,1,1,1
M000933,2026-03-01,10,69,1515.25,21.96,0,6,0,0,0.0,1,0,0
M000934,2025-05-01,0,92,566.66,6.16,0,6,0,0,0.0,1,1,2
M000934,2025-06-01,1,96,503.09,5.24,1,7,6,2,9.8,0,1,1
M000934,2025-07-01,2,181,809.13,4.47,0,7,1,1,0.93,1,1,1
M000934,2025-08-01,3,156,589.24,3.78,1,13,4,0,0.0,1,0,0
M000934,2025-09-01,4,57,308.88,5.42,2,12,8,2,2.45,1,0,2
M000934,2025-10-01,5,134,588.18,4.39,1,8,3,1,2.53,0,1,1
M000934,2025-11-01,6,181,1033.47,5.71,1,18,5,2,0.39,1,1,2
M000934,2025-12-01,7,125,632.49,5.06,1,9,0,1,3.69,0,1,3
M000934,2026-01-01,8,147,555.53,3.78,0,9,3,0,0.0,0,1,0
M000934,2026-02-01,9,27,146.24,5.42,0,4,2,1,2.03,1,0,2
M000934,2026-03-01,10,118,655.17,5.55,0,9,0,0,0.0,0,1,3
M000935,2025-05-01,0,51,1603.65,31.44,1,5,0,0,0.0,1,0,2
M000935,2025-06-01,1,64,2691.82,42.06,0,3,3,1,1.56,1,0,1
M000935,2025-07-01,2,82,2982.75,36.38,0,7,4,0,0.0,0,1,3
M000935,2025-08-01,3,34,1243.5,36.57,0,2,14,0,0.0,1,0,2
M000935,2025-09-01,4,54,1196.86,22.16,0,4,1,1,3.0,1,1,3
M000935,2025-10-01,5,19,727.85,38.31,0,0,5,1,1.94,1,0,0
M000935,2025-11-01,6,26,857.39,32.98,0,3,0,0,0.0,1,0,1
M000935,2025-12-01,7,25,653.42,26.14,1,1,2,2,1.49,1,0,1
M000935,2026-01-01,8,24,872.52,36.36,0,1,0,1,2.0,1,1,0
M000935,2026-02-01,9,25,740.59,29.62,0,0,0,1,6.14,1,0,2
M000935,2026-03-01,10,21,790.47,37.64,0,0,4,0,0.0,1,0,0
M000936,2025-05-01,0,188,2769.19,14.73,0,7,10,0,0.0,1,0,0
M000936,2025-06-01,1,168,2108.24,12.55,0,3,1,1,6.22,1,0,1
M000936,2025-07-01,2,208,4279.34,20.57,0,11,1,0,0.0,1,0,1
M000936,2025-08-01,3,200,3857.31,19.29,0,8,2,1,0.58,1,0,1
M000936,2025-09-01,4,218,3288.81,15.09,0,10,1,1,3.66,1,0,0
M000936,2025-10-01,5,118,1652.15,14.0,0,4,5,0,0.0,0,1,3
M000936,2025-11-01,6,106,1150.38,10.85,0,7,4,1,3.63,0,1,4
M000936,2025-12-01,7,193,3138.67,16.26,0,9,3,1,4.14,1,0,0
M000936,2026-01-01,8,36,387.84,10.77,0,3,0,1,2.94,1,0,2
M000936,2026-02-01,9,66,1083.34,16.41,0,1,1,1,2.57,1,0,1
M000936,2026-03-01,10,91,1428.95,15.7,1,6,2,0,0.0,1,0,1
M000937,2025-05-01,0,68,2391.95,35.18,0,2,0,1,3.52,1,1,3
M000937,2025-06-01,1,61,2007.87,32.92,0,3,1,0,0.0,1,1,1
M000937,2025-07-01,2,75,3487.72,46.5,1,1,0,0,0.0,1,0,0
M000937,2025-08-01,3,78,2976.25,38.16,0,5,0,1,1.3,1,0,2
M000937,2025-09-01,4,73,2686.62,36.8,0,4,0,0,0.0,1,0,2
M000937,2025-10-01,5,61,2582.92,42.34,0,3,0,0,0.0,1,0,1
M000937,2025-11-01,6,41,1647.44,40.18,0,1,0,0,0.0,1,0,1
M000937,2025-12-01,7,113,3671.54,32.49,0,8,1,0,0.0,1,0,2
M000937,2026-01-01,8,27,1396.83,51.73,0,0,17,1,1.52,1,0,4
M000937,2026-02-01,9,42,1492.37,35.53,0,2,7,1,4.85,1,1,1
M000937,2026-03-01,10,91,3696.13,40.62,0,5,2,0,0.0,0,1,0
M000938,2025-05-01,0,400,20180.9,50.45,0,20,6,1,0.81,1,0,0
M000938,2025-06-01,1,354,16117.89,45.53,0,17,0,0,0.0,1,0,1
M000938,2025-07-01,2,335,15227.62,45.46,1,25,0,0,0.0,1,0,0
M000938,2025-08-01,3,117,4196.91,35.87,0,6,8,1,0.78,1,1,1
M000938,2025-09-01,4,515,15726.26,30.54,0,20,0,0,0.0,1,1,1
M000938,2025-10-01,5,151,5271.87,34.91,0,14,3,0,0.0,1,0,0
M000938,2025-11-01,6,210,7248.61,34.52,0,13,2,1,0.48,1,0,1
M000938,2025-12-01,7,207,7781.27,37.59,0,11,3,0,0.0,1,0,2
M000938,2026-01-01,8,182,5619.74,30.88,0,4,3,0,0.0,1,0,2
M000938,2026-02-01,9,366,8798.91,24.04,0,15,7,2,5.37,0,1,3
M000938,2026-03-01,10,242,8329.69,34.42,0,12,8,0,0.0,0,1,3
M000939,2025-05-01,0,115,1398.27,12.16,0,4,0,2,1.76,1,1,3
M000939,2025-06-01,1,107,1503.73,14.05,0,3,0,0,0.0,1,0,3
M000939,2025-07-01,2,136,1449.18,10.66,0,4,0,0,0.0,1,0,1
M000939,2025-08-01,3,96,1309.09,13.64,0,3,3,1,0.91,1,1,3
M000939,2025-09-01,4,162,1821.73,11.25,1,2,6,0,0.0,0,1,4
M000939,2025-10-01,5,142,1431.1,10.08,1,6,0,0,0.0,1,1,4
M000939,2025-11-01,6,60,1028.04,17.13,0,3,2,1,2.88,1,0,1
M000939,2025-12-01,7,133,1159.32,8.72,0,11,0,0,0.0,1,1,2
M000939,2026-01-01,8,138,1317.52,9.55,0,10,8,1,3.41,1,0,0
M000939,2026-02-01,9,54,731.26,13.54,0,4,0,0,0.0,1,0,1
M000939,2026-03-01,10,93,1297.75,13.95,1,4,7,0,0.0,0,1,5
M000940,2025-05-01,0,148,1032.85,6.98,0,10,3,2,4.2,1,0,1
M000940,2025-06-01,1,217,1310.0,6.04,0,12,8,0,0.0,1,0,1
M000940,2025-07-01,2,165,1001.14,6.07,0,13,4,2,3.23,1,1,1
M000940,2025-08-01,3,281,1486.0,5.29,3,17,7,0,0.0,1,1,0
M000940,2025-09-01,4,133,800.93,6.02,1,7,2,0,0.0,1,0,1
M000940,2025-10-01,5,136,1245.13,9.16,0,8,7,1,3.38,1,1,1
M000940,2025-11-01,6,192,1039.48,5.41,1,10,6,0,0.0,0,1,4
M000940,2025-12-01,7,178,556.05,3.12,0,6,4,0,0.0,0,1,1
M000940,2026-01-01,8,173,861.29,4.98,1,15,1,1,5.72,1,0,1
M000940,2026-02-01,9,273,1834.34,6.72,0,11,5,1,7.47,1,0,1
M000940,2026-03-01,10,209,1348.16,6.45,0,18,0,2,2.56,1,0,1
M000941,2025-05-01,0,75,1211.02,16.15,1,9,0,0,0.0,1,0,0
M000941,2025-06-01,1,39,776.72,19.92,0,5,3,4,1.83,1,0,0
M000941,2025-07-01,2,82,1216.59,14.84,1,9,2,1,1.13,1,1,1
M000941,2025-08-01,3,87,1364.22,15.68,0,4,2,1,0.78,1,0,2
M000941,2025-09-01,4,51,738.59,14.48,1,4,2,1,3.16,1,0,1
M000941,2025-10-01,5,39,517.92,13.28,0,5,2,2,4.54,1,0,0
M000941,2025-11-01,6,47,469.81,10.0,0,5,0,0,0.0,1,0,4
M000941,2025-12-01,7,47,732.92,15.59,0,3,1,0,0.0,0,1,1
M000941,2026-01-01,8,51,714.32,14.01,1,3,11,1,4.39,1,0,1
M000941,2026-02-01,9,50,679.72,13.59,0,7,0,2,3.29,0,1,4
M000941,2026-03-01,10,47,611.96,13.02,0,6,1,2,4.21,0,1,3
M000942,2025-05-01,0,126,3964.26,31.46,0,11,1,1,6.44,1,0,1
M000942,2025-06-01,1,91,2543.2,27.95,1,6,2,0,0.0,0,1,2
M000942,2025-07-01,2,123,3281.62,26.68,2,8,0,1,2.58,1,1,2
M000942,2025-08-01,3,80,2618.32,32.73,0,3,4,2,1.68,1,1,5
M000942,2025-09-01,4,132,3076.93,23.31,1,8,1,1,3.55,1,0,2
M000942,2025-10-01,5,105,2203.13,20.98,0,3,2,1,3.92,0,1,1
M000942,2025-11-01,6,80,2204.36,27.55,0,7,4,1,16.96,1,0,3
M000942,2025-12-01,7,88,2643.02,30.03,0,7,9,2,2.35,1,0,3
M000942,2026-01-01,8,70,2132.71,30.47,0,3,0,0,0.0,1,1,0
M000942,2026-02-01,9,124,3248.69,26.2,0,7,9,0,0.0,1,1,0
M000942,2026-03-01,10,47,1270.02,27.02,0,3,4,1,2.48,1,1,2
M000943,2025-05-01,0,193,10606.9,54.96,2,13,1,0,0.0,1,0,0
M000943,2025-06-01,1,178,11364.0,63.84,1,8,6,0,0.0,1,0,1
M000943,2025-07-01,2,194,13683.04,70.53,1,14,5,0,0.0,0,1,0
M000943,2025-08-01,3,212,8420.24,39.72,2,21,0,1,1.68,1,1,0
M000943,2025-09-01,4,208,8295.28,39.88,1,12,1,1,1.22,0,1,1
M000943,2025-10-01,5,239,15128.21,63.3,0,17,5,1,9.71,1,1,3
M000943,2025-11-01,6,234,13998.44,59.82,1,17,6,0,0.0,1,1,1
M000943,2025-12-01,7,84,3803.79,45.28,0,4,5,0,0.0,1,0,1
M000943,2026-01-01,8,172,9674.93,56.25,1,14,2,0,0.0,0,1,5
M000943,2026-02-01,9,221,11935.32,54.01,0,11,1,0,0.0,1,0,0
M000943,2026-03-01,10,114,4833.57,42.4,1,7,14,2,1.86,1,0,1
M000944,2025-05-01,0,93,1764.26,18.97,0,5,2,0,0.0,1,0,0
M000944,2025-06-01,1,129,1972.7,15.29,2,9,1,1,5.57,1,1,1
M000944,2025-07-01,2,198,3985.62,20.13,1,17,0,0,0.0,1,0,1
M000944,2025-08-01,3,354,7470.42,21.1,2,28,1,2,4.41,1,0,1
M000944,2025-09-01,4,241,4612.23,19.14,0,18,9,0,0.0,1,0,0
M000944,2025-10-01,5,126,2075.76,16.47,0,5,1,0,0.0,0,1,2
M000944,2025-11-01,6,205,3323.3,16.21,1,14,2,0,0.0,0,1,2
M000944,2025-12-01,7,228,4506.96,19.77,1,16,1,0,0.0,0,1,1
M000944,2026-01-01,8,148,2965.96,20.04,1,13,1,2,4.8,1,0,0
M000944,2026-02-01,9,272,4957.19,18.22,1,16,7,0,0.0,1,0,2
M000944,2026-03-01,10,147,2043.82,13.9,1,11,0,1,9.09,1,0,1
M000945,2025-05-01,0,262,3500.09,13.36,1,21,5,1,3.64,1,0,2
M000945,2025-06-01,1,295,3999.1,13.56,1,13,0,1,2.84,1,0,1
M000945,2025-07-01,2,177,1724.28,9.74,1,11,0,4,1.83,0,1,0
M000945,2025-08-01,3,173,2193.01,12.68,2,9,9,1,1.61,1,0,3
M000945,2025-09-01,4,257,3093.59,12.04,2,15,4,1,7.62,1,0,1
M000945,2025-10-01,5,422,5240.0,12.42,3,26,1,1,0.08,1,0,2
M000945,2025-11-01,6,333,4801.71,14.42,1,19,2,0,0.0,1,0,0
M000945,2025-12-01,7,233,2555.91,10.97,0,10,1,0,0.0,1,0,1
M000945,2026-01-01,8,266,2840.59,10.68,0,22,5,1,1.23,1,1,1
M000945,2026-02-01,9,127,1718.06,13.53,1,2,0,0,0.0,0,1,0
M000945,2026-03-01,10,313,3680.16,11.76,2,21,0,1,0.73,1,1,2
M000946,2025-05-01,0,82,1033.78,12.61,0,6,9,1,1.85,0,1,1
M000946,2025-06-01,1,94,1020.9,10.86,0,8,2,2,6.14,0,1,5
M000946,2025-07-01,2,118,1375.72,11.66,1,8,1,0,0.0,1,0,3
M000946,2025-08-01,3,166,2048.58,12.34,1,16,7,2,2.34,1,0,1
M000946,2025-09-01,4,100,1416.51,14.17,0,3,8,1,1.79,0,1,0
M000946,2025-10-01,5,144,1861.84,12.93,2,9,3,0,0.0,1,0,1
M000946,2025-11-01,6,131,1715.12,13.09,3,10,3,1,1.81,1,0,1
M000946,2025-12-01,7,86,1255.07,14.59,2,8,0,3,3.64,1,0,5
